Action	3601	1
Action	3171	2
Action	3028	0
Action	2090	3
Action	1707	9
Action	1692	8
Action	1628	4
Action	1570	7
Action	1569	5
Action	1535	6
Action	1518	-1
Action	1181	10
Action	1078	15
Action	1057	16
Action	929	11
Action	903	14
Action	875	12
Action	874	13
Action	765	17
Action	697	-2
Comedy	696	1
Comedy	696	2
Drama	687	1
Action	681	22
Action	657	23
Adventure	656	2
Adventure	635	1
Drama	632	2
Action	609	19
Action	601	18
Action	587	107
Action	585	21
Action	564	-5
Action	552	99
Action	537	100
Action	537	20
Action	534	93
Action	523	86
Drama	511	9
Action	509	106
Action	507	29
Drama	501	3
Action	501	-6
Action	498	30
Action	497	114
Drama	494	0
Comedy	483	3
Adventure	482	0
Action	475	-7
Action	473	121
Comedy	465	5
Action	458	79
Action	455	85
Action	455	24
Action	454	92
Action	448	28
Drama	441	8
Comedy	441	4
Action	427	120
Action	424	94
Action	422	26
Action	420	31
Action	418	91
Action	417	84
Action	412	78
Action	412	113
Comedy	407	0
Action	406	101
Action	405	128
Action	403	108
Action	402	105
Action	402	25
Action	398	-4
Drama	392	7
Action	390	127
Action	390	27
Comedy	385	8
Action	381	87
Comedy	378	9
Action	377	98
Action	375	37
Action	373	96
Drama	367	4
Action	367	112
Comedy	367	126
Adventure	357	3
Drama	357	16
Drama	355	10
Comedy	355	6
Action	354	115
Comedy	353	7
Animation	352	2
Action	351	77
Action	351	89
Action	348	44
Action	346	90
Action	345	135
Comedy	343	85
Action	342	42
Crime	340	2
Biography	337	1
Action	336	-3
Action	335	36
Action	335	82
Drama	333	5
Action	331	122
Action	329	103
Action	328	83
Drama	328	15
Action	328	109
Action	328	134
Action	326	43
Action	326	95
Action	325	33
Action	322	119
Action	321	97
Crime	321	1
Action	320	-8
Action	319	35
Comedy	319	10
Action	317	111
Biography	316	2
Action	316	80
Comedy	316	100
Action	312	126
Action	312	141
Comedy	312	86
Action	311	38
Drama	311	6
Action	310	32
Drama	310	100
Comedy	309	16
Drama	308	93
Action	307	81
Action	307	88
Action	304	149
Action	302	102
Crime	302	9
Drama	300	14
Action	300	142
Comedy	300	99
Action	298	34
Drama	298	23
Crime	297	3
Comedy	296	93
Animation	296	1
Action	295	104
Action	295	110
Action	294	124
Drama	289	92
Action	288	75
Comedy	288	11
Comedy	288	121
Adventure	285	4
Drama	285	37
Drama	285	99
Action	280	116
Drama	280	85
Adventure	279	9
Action	278	129
Comedy	276	17
Animation	276	3
Adventure	270	5
Drama	270	86
Comedy	269	21
Drama	269	107
Biography	268	8
Biography	266	23
Action	266	148
Drama	265	12
Horror	264	1
Drama	264	11
Action	264	133
Comedy	263	116
Comedy	262	107
Drama	261	22
Biography	260	16
Adventure	260	16
Drama	260	79
Biography	259	93
Action	258	51
Drama	257	13
Drama	257	36
Drama	256	84
Biography	255	3
Comedy	255	14
Comedy	255	15
Action	255	125
Action	254	76
Drama	253	30
Biography	252	79
Action	251	72
Action	251	74
Action	251	136
Action	251	156
Action	249	58
Drama	249	17
Drama	249	44
Comedy	249	106
Adventure	248	8
Biography	246	25
Comedy	246	12
Drama	246	78
Comedy	246	94
Comedy	245	84
Action	244	71
Comedy	244	18
Biography	244	99
Drama	244	101
Comedy	244	101
Adventure	242	-1
Action	242	117
Action	242	118
Comedy	242	30
Adventure	241	7
Comedy	241	23
Comedy	241	79
Drama	241	94
Drama	240	18
Comedy	240	113
Horror	239	2
Biography	239	100
Adventure	238	6
Biography	238	107
Biography	237	18
Comedy	237	91
Comedy	237	95
Action	236	50
Comedy	236	22
Drama	236	43
Biography	236	98
Comedy	236	87
Crime	236	8
Action	235	45
Biography	234	9
Drama	234	38
Drama	233	114
Comedy	233	127
Action	232	41
Drama	232	29
Action	231	123
Drama	231	128
Drama	230	24
Comedy	230	98
Comedy	229	114
Biography	228	17
Drama	228	106
Crime	227	0
Action	226	65
Biography	226	106
Drama	226	95
Comedy	226	128
Drama	225	121
Action	224	40
Drama	224	35
Action	224	130
Action	223	46
Biography	223	24
Action	222	39
Crime	222	93
Comedy	222	92
Animation	222	9
Action	221	132
Comedy	221	102
Biography	220	86
Crime	219	17
Action	219	140
Drama	219	91
Biography	218	31
Drama	218	98
Comedy	218	110
Comedy	217	13
Drama	216	96
Comedy	216	108
Crime	216	7
Action	215	170
Biography	214	15
Action	213	64
Crime	213	86
Drama	213	51
Action	213	155
Drama	213	105
Drama	213	108
Drama	212	58
Crime	210	16
Biography	210	30
Drama	210	83
Drama	209	27
Biography	209	85
Biography	208	10
Action	208	131
Comedy	208	120
Comedy	207	26
Drama	207	42
Drama	207	87
Comedy	207	105
Adventure	206	10
Drama	206	20
Drama	206	21
Drama	206	135
Action	205	163
Drama	205	97
Comedy	204	31
Animation	204	4
Action	203	57
Adventure	203	15
Crime	203	103
Drama	203	113
Drama	202	-1
Drama	202	31
Drama	202	40
Action	202	143
Comedy	201	82
Biography	200	22
Comedy	200	19
Drama	200	57
Action	200	162
Comedy	200	72
Comedy	200	109
Crime	200	10
Drama	199	39
Biography	199	96
Biography	199	101
Drama	199	88
Comedy	199	97
Action	198	70
Biography	198	29
Crime	198	92
Crime	197	107
Action	197	138
Comedy	197	115
Crime	196	15
Action	196	59
Biography	196	78
Action	196	154
Drama	196	77
Action	195	73
Crime	195	91
Action	195	137
Action	194	52
Drama	194	25
Crime	194	99
Animation	194	5
Action	193	49
Comedy	193	24
Drama	193	34
Biography	193	87
Drama	193	72
Drama	193	80
Drama	193	82
Comedy	193	96
Comedy	192	20
Comedy	192	27
Biography	192	80
Biography	192	105
Drama	192	103
Action	191	55
Biography	191	26
Biography	191	94
Comedy	191	80
Drama	191	90
Crime	191	13
Biography	190	92
Comedy	190	83
Comedy	190	111
Drama	189	26
Drama	188	28
Drama	188	102
Drama	188	104
Drama	187	142
Comedy	187	81
Crime	187	4
Biography	186	5
Biography	186	32
Comedy	186	28
Drama	186	45
Action	186	147
Drama	186	56
Animation	186	0
Comedy	185	141
Drama	185	19
Drama	185	81
Comedy	185	78
Drama	185	109
Crime	185	5
Action	184	47
Drama	184	41
Drama	184	55
Drama	184	89
Comedy	184	118
Biography	183	4
Biography	183	21
Crime	183	100
Comedy	183	25
Comedy	183	32
Action	183	139
Biography	183	97
Biography	183	114
Biography	182	7
Comedy	182	104
Animation	181	8
Drama	180	149
Comedy	180	29
Biography	180	72
Comedy	180	122
Drama	180	127
Biography	179	14
Comedy	179	37
Biography	179	88
Crime	179	11
Action	178	56
Biography	178	19
Action	178	169
Comedy	178	89
Comedy	178	112
Crime	177	85
Drama	177	76
Biography	177	113
Biography	176	108
Comedy	175	65
Drama	175	115
Crime	174	30
Horror	174	0
Biography	174	91
Biography	174	95
Comedy	174	103
Comedy	174	135
Biography	173	37
Drama	173	71
Comedy	172	142
Adventure	172	14
Biography	172	45
Action	172	177
Comedy	172	88
Drama	172	116
Comedy	172	129
Biography	171	0
Adventure	171	17
Biography	171	51
Crime	171	104
Action	171	184
Drama	171	120
Crime	171	6
Crime	170	72
Action	170	157
Crime	169	14
Biography	169	20
Action	169	146
Comedy	169	64
Biography	169	112
Comedy	169	90
Drama	168	141
Biography	168	36
Biography	168	65
Biography	167	28
Crime	167	94
Drama	167	50
Comedy	166	36
Drama	166	65
Biography	165	73
Action	165	176
Comedy	165	117
Crime	164	84
Drama	164	46
Action	164	145
Biography	164	81
Drama	164	62
Drama	164	70
Drama	164	110
Comedy	164	136
Horror	163	3
Biography	163	11
Biography	163	46
Drama	163	52
Drama	162	32
Drama	162	33
Comedy	162	38
Drama	162	60
Drama	162	63
Biography	162	121
Drama	162	112
Drama	162	117
Drama	161	148
Action	161	53
Crime	161	96
Comedy	161	33
Drama	161	54
Drama	161	126
Drama	161	134
Comedy	161	134
Comedy	160	149
Biography	160	6
Biography	160	59
Drama	160	47
Comedy	160	51
Action	160	150
Action	160	151
Comedy	160	58
Biography	160	82
Drama	160	66
Animation	160	7
Biography	159	38
Drama	159	49
Crime	158	78
Biography	158	27
Biography	158	50
Biography	158	64
Drama	158	53
Drama	158	122
Comedy	157	148
Drama	157	155
Biography	157	58
Comedy	156	44
Action	156	144
Drama	156	64
Drama	155	150
Crime	155	106
Comedy	155	57
Biography	155	83
Comedy	155	73
Comedy	155	123
Crime	154	79
Crime	154	83
Crime	154	105
Biography	154	71
Biography	154	90
Drama	154	74
Drama	154	75
Comedy	154	75
Biography	154	115
Drama	154	111
Drama	154	119
Drama	153	143
Comedy	153	35
Biography	153	84
Comedy	153	119
Comedy	153	124
Comedy	153	130
Crime	152	23
Biography	152	39
Biography	152	44
Drama	152	59
Action	152	153
Action	151	66
Action	150	54
Crime	150	98
Comedy	150	50
Biography	150	102
Action	149	48
Action	149	63
Biography	149	77
Drama	149	73
Drama	149	129
Crime	148	19
Drama	148	156
Biography	148	89
Biography	148	103
Comedy	147	156
Crime	147	95
Biography	147	56
Action	147	164
Comedy	147	77
Action	146	159
Animation	146	11
Horror	145	8
Crime	145	101
Comedy	145	74
Adventure	144	23
Comedy	144	63
Comedy	144	76
Drama	144	133
Drama	144	137
Drama	144	140
Crime	143	18
Biography	143	12
Biography	143	57
Action	143	161
Biography	143	104
Crime	142	22
Biography	142	35
Biography	142	49
Drama	142	48
Animation	142	10
Crime	141	97
Biography	141	70
Animation	141	16
Crime	140	20
Comedy	140	43
Action	140	160
Biography	140	109
Biography	140	128
Drama	140	136
Comedy	139	150
Comedy	139	34
Comedy	139	41
Comedy	139	71
Biography	139	120
Crime	138	29
Comedy	138	163
Action	138	67
Crime	138	87
Comedy	138	42
Comedy	138	45
Biography	138	135
Action	138	-9
Drama	138	130
Comedy	137	137
Drama	137	157
Adventure	137	22
Biography	137	52
Drama	137	68
Comedy	136	143
Drama	136	177
Biography	136	74
Animation	136	15
Drama	135	144
Adventure	135	18
Comedy	135	125
Comedy	135	133
Horror	134	4
Crime	134	108
Comedy	134	39
Crime	134	121
Comedy	134	49
Action	134	168
Adventure	133	13
Biography	133	33
Biography	133	76
Action	132	68
Adventure	132	11
Adventure	132	12
Biography	132	60
Crime	132	113
Biography	132	67
Drama	132	61
Adventure	132	86
Biography	132	111
Crime	132	12
Crime	131	58
Biography	131	34
Adventure	131	24
Biography	131	43
Biography	131	47
Action	131	191
Crime	130	64
Comedy	130	46
Comedy	130	56
Action	130	178
Drama	129	170
Action	129	62
Biography	129	110
Animation	129	6
Comedy	128	140
Drama	128	147
Drama	128	163
Action	128	69
Biography	128	13
Action	128	152
Action	128	183
Action	128	-10
Crime	127	24
Crime	127	65
Crime	127	77
Adventure	127	20
Comedy	127	62
Drama	127	123
Comedy	127	131
Crime	126	102
Comedy	126	70
Crime	125	114
Comedy	125	52
Action	125	165
Animation	125	17
Drama	125	124
Comedy	124	138
Comedy	124	146
Comedy	124	155
Action	124	60
Crime	124	71
Biography	124	75
Action	124	190
Drama	123	162
Biography	123	66
Drama	123	67
Drama	123	69
Comedy	123	66
Animation	123	22
Action	123	-12
Comedy	122	151
Action	122	61
Comedy	122	53
Action	122	158
Action	122	171
Drama	122	118
Crime	121	21
Crime	121	70
Biography	121	69
Action	121	167
Horror	120	9
Horror	120	16
Adventure	120	25
Comedy	120	40
Comedy	120	54
Horror	119	5
Crime	119	88
Adventure	119	87
Action	119	205
Drama	119	131
Drama	118	146
Drama	118	151
Drama	118	191
Horror	118	77
Crime	117	37
Comedy	117	-1
Crime	117	80
Comedy	117	48
Biography	117	116
Biography	117	127
Animation	117	12
Animation	117	23
Biography	117	142
Comedy	117	132
Drama	116	145
Adventure	116	19
Biography	116	42
Crime	116	127
Action	116	175
Adventure	116	93
Comedy	115	157
Horror	115	10
Adventure	115	21
Adventure	115	30
Horror	115	79
Adventure	115	92
Comedy	114	144
Comedy	114	147
Crime	114	51
Horror	114	7
Biography	114	41
Biography	114	54
Animation	114	18
Drama	114	125
Biography	113	63
Adventure	113	85
Action	113	198
Biography	113	134
Crime	112	76
Action	112	173
Drama	111	169
Crime	111	56
Biography	111	53
Comedy	111	47
Action	111	226
Drama	111	139
Crime	110	89
Adventure	110	29
Animation	110	13
Comedy	109	139
Comedy	109	145
Drama	109	160
Action	109	-13
Drama	108	164
Comedy	108	170
Horror	108	14
Biography	108	62
Action	108	212
Action	108	-14
Crime	108	-1
Biography	108	149
Crime	107	27
Drama	107	183
Crime	107	90
Comedy	107	59
Adventure	107	91
Adventure	107	94
Crime	106	75
Comedy	106	60
Biography	106	119
Biography	106	136
Animation	106	21
Horror	105	15
Crime	105	134
Adventure	105	79
Biography	105	141
Crime	104	36
Comedy	104	162
Comedy	104	169
Crime	104	115
Comedy	104	55
Action	104	197
Drama	103	152
Drama	103	161
Crime	103	73
Crime	103	128
Biography	103	133
Action	103	211
Action	103	219
Crime	102	25
Crime	102	35
Comedy	102	164
Horror	102	13
Animation	102	114
Biography	102	48
Crime	102	109
Crime	102	110
Adventure	102	100
Action	102	192
Comedy	101	68
Biography	101	126
Action	101	204
