3010	$274,084,951	8.24485049834
2649	$91,330,760	8.38882597206
2590	$291,021,565	7.66293436293
2486	$158,737,441	8.75462590507
2376	$202,351,611	7.30387205387
2334	$117,698,894	7.59511568123
2267	$408,992,272	7.69519188355
2065	$107,100,855	8.30411622276
1964	$60,962,878	8.18533604888
1874	$228,756,232	8.18036286019
1785	$99,165,609	7.5081232493
1783	$50,628,650	8.40717891195
1780	$144,812,796	7.66853932584
1779	$89,021,735	7.00786958966
1762	$328,674,489	8.11691259932
1650	$22,442,876	8.43757575758
1611	$56,939,515	8.14214773433
1610	$101,785,482	7.2751552795
1605	$137,387,272	7.81495327103
1580	$90,800,000	6.92151898734
1575	$17,901,029	8.08698412698
1543	$23,750,994	8.05767984446
1536	$67,115,062	8.712890625
1512	$77,121,429	7.91005291005
1507	$325,021,779	6.57929661579
1492	$100,501,349	7.9899463807
1469	$270,592,504	8.2273655548
1429	$172,962,996	6.67249825052
1418	$151,058,124	8.34485190409
1418	$162,804,648	8.57968970381
1382	$132,550,960	6.85745296671
1379	$132,088,910	8.12835387962
1355	$72,609,225	7.85830258303
1325	$202,313,768	8.10566037736
1313	$274,377,268	7.16450875857
1311	$98,600,000	7.06941266209
1292	$226,276,809	8.43885448916
1290	$238,700,000	7.54186046512
1287	$144,900,000	7.44366744367
1284	$183,278,877	7.94548286604
1282	$528,757,749	7.31825273011
1270	$183,277,573	7.27559055118
1256	$96,200,000	6.97691082803
1247	$54,116,191	8.24458700882
1210	$14,677,654	8.5132231405
1203	$138,002,223	7.62593516209
1200	$400,736,600	7.9225
1197	$35,887,263	8.18629908104
1175	$33,223,430	7.5514893617
1154	$232,630,718	7.75996533795
1146	$108,521,370	6.50523560209
1124	$21,300,000	7.31494661922
1112	$80,432,029	7.32194244604
1110	$208,777,731	7.05225225225
1095	$14,900,000	7.56438356164
1088	$136,019,448	8.05514705882
1083	$368,049,635	7.77100646353
1075	$18,859,617	8.09023255814
1074	$264,317,903	8.52793296089
1072	$112,200,000	6.08115671642
1018	$97,665,254	7.89489194499
1014	$19,012,798	7.64891518738
1013	$316,986,481	7.41362290227
1006	$138,120,085	7.55069582505
1004	$85,212,969	7.44422310757
982	$125,065,700	7.7983706721
980	$186,881,004	8.19795918367
976	$47,695,120	8.10758196721
975	$129,520,735	7.14769230769
973	$190,871,149	7.35354573484
944	$244,870,202	7.92584745763
941	$341,264,012	8.35175345377
934	$81,157,671	7.89614561028
925	$260,300,000	7.6227027027
918	$103,500,000	8.16013071895
917	$73,103,784	6.80479825518
914	$18,472,384	7.92778993435
910	$234,903,076	6.81098901099
897	$98,537,272	7.10367892977
883	$101,160,529	5.82899207248
878	$50,666,882	6.43507972665
877	$18,645,489	6.97833523375
874	$89,289,910	6.63386727689
871	$175,428,355	7.67049368542
859	$73,500,000	7.00931315483
857	$42,373,328	7.84597432905
856	$51,694,854	8.43691588785
832	$4,551,688	6.54447115385
831	$234,018,657	7.55716004813
824	$49,300,000	6.5145631068
823	$80,033,643	7.04738760632
818	$363,995,937	7.83251833741
816	$28,800,000	7.01838235294
812	$32,154,410	7.18965517241
809	$100,014,092	7.16687268232
806	$33,408,732	7.00620347395
801	$154,295,930	7.33208489388
799	$89,210,468	7.62703379224
798	$23,678,226	7.57142857143
792	$64,400,000	5.7297979798
788	$35,631,470	7.86040609137
784	$10,639,114	7.80867346939
782	$86,198,014	7.54347826087
781	$158,300,000	7.01536491677
765	$60,522,097	5.39346405229
762	$134,413,041	6.52362204724
761	$59,481,553	7.19973718791
760	$13,179,837	8.87368421053
758	$389,646,310	7.89577836412
746	$200,000	6.95040214477
744	$44,400,000	6.53897849462
742	$50,265,541	6.67250673854
736	$38,140,180	7.45516304348
731	$40,138,026	7.07387140903
726	$16,117,443	6.23002754821
717	$21,589,307	7.61506276151
716	$27,850,910	6.87988826816
695	$89,400,000	7.46330935252
692	$95,720,716	7.46242774566
688	$23,014,504	6.31976744186
682	$292,568,851	8.96187683284
680	$12,403,169	7.50147058824
678	$61,656,849	6.83775811209
674	$26,973,524	7.57863501484
673	$54,200,000	6.65230312036
672	$53,260,198	7.90178571429
666	$89,914,425	7.32132132132
665	$32,261,515	7.38646616541
665	$65,000,000	7.15789473684
654	$4,856,227	7.35168195719
652	$700,000	6.36963190184
652	$75,614,989	6.76380368098
646	$102,461,593	7.59907120743
644	$163,911,409	6.33074534161
642	$65,030,563	7.01246105919
632	$51,434,214	6.83386075949
627	$129,402,415	8.31100478469
613	$407,981,652	7.40783034258
600	$45,996,718	6.96333333333
597	$127,666,001	6.43718592965
594	$56,228,651	7.59595959596
594	$405,000	9.05050505051
587	$610,968	8.2538330494
584	$53,100,000	8.89212328767
581	$187,165,546	7.59380378657
580	$1,400,000	7.83103448276
580	$2,786,828	7.0
580	$12,078,174	7.81379310345
579	$162,162,120	6.87564766839
573	$100,000	7.37347294939
567	$19,043,843	7.36860670194
567	$225,697,400	7.01587301587
567	$503,974,884	7.50970017637
565	$35,512,027	6.25486725664
563	$30,180,466	6.89342806394
559	$11,348,612	7.93559928444
557	$116,631,310	7.51166965889
553	$43,017,433	7.29113924051
552	$60,886,513	7.3115942029
552	$9,666,762	7.50362318841
547	$20,518,224	6.51736745887
545	$189,412,677	7.97064220183
543	$30,459,009	7.77716390424
542	$533,316,061	9.27306273063
542	$28,440,607	6.22878228782
541	$9,744,477	7.07393715342
541	$22,100,000	7.35489833641
537	$132,300,000	8.74301675978
536	$37,331,031	6.29291044776
533	$169,379,801	8.1669793621
525	$70,500,647	7.6419047619
521	$53,215,979	7.0556621881
520	$13,600,000	8.35
517	$8,064,239	7.62862669246
516	$21,501,098	7.57945736434
513	$120,523,073	8.40740740741
512	$93,381,044	7.267578125
510	$486,292,984	7.8
509	$147,065,544	8.20825147348
508	$73,098,411	7.45669291339
506	$448,130,642	8.66996047431
505	$71,588,220	6.18811881188
503	$148,775,460	7.97216699801
503	$13,900,000	5.36182902584
491	$44,765,679	6.88798370672
490	$75,311,445	6.90612244898
489	$299,300,000	7.71983640082
489	$46,529,055	7.1063394683
489	$1,900,000	7.20040899796
486	$248,752,120	7.90329218107
485	$127,380,061	6.59587628866
482	$40,069,087	7.4377593361
481	$67,344,392	5.34927234927
479	$18,996,755	7.95824634656
479	$67,239,378	6.14196242171
476	$1,326,469	7.31932773109
476	$33,061,006	7.1218487395
476	$125,001,000	8.55672268908
471	$114,138,208	6.67303609342
471	$134,455,175	5.98089171975
470	$1,700,000	6.8914893617
467	$14,146,549	7.06423982869
467	$42,581,369	6.87366167024
466	$39,100,000	7.82832618026
465	$158,804,470	7.30107526882
464	$5,875,006	7.92025862069
464	$85,433	8.07974137931
463	$63,883,740	6.62850971922
462	$34,600,000	6.58441558442
461	$66,305,045	7.46637744035
460	$23,844,220	8.5
457	$126,585,313	6.39168490153
456	$1,000,000	6.79605263158
452	$33,500,000	5.55752212389
451	$127,400,000	6.08869179601
449	$201,560	7.61469933185
